01_prenom,02_genre,03_nom,04_age,05_niveau,06_attaque,07_defense,08_physique,09_technique,10_endurance,11_forme
alvis,m,AYALA,14,Junior,83,92,87,47,37,90
alwilda,f,SCHROEDER,31,Adulte,56,55,82,33,51,76
alwyn,m,HAMPTON,26,Adulte,33,76,81,52,62,68
alya,f,ROWE,31,Adulte,82,56,99,88,68,33
alyce,f,PARSONS,35,Adulte,80,51,98,92,100,43
alyona,f,FRANK,17,Junior,92,34,84,71,60,58
alys,f,WATERS,15,Junior,58,74,69,87,60,75
alysha,f,STRICKLAND,30,Adulte,63,46,79,82,70,40
alyson,f,OSBORNE,29,Adulte,97,87,52,45,35,32
alyssa,f,MAXWELL,23,Adulte,70,79,85,41,44,83
alyssia,f,CHAN,10,Junior,72,75,59,60,66,80
alyusha,m,DELEON,18,Adulte,94,65,71,49,74,95
alyx,f,NORMAN,23,Adulte,75,42,30,82,60,71
alzbeta,f,HARRINGTON,30,Adulte,60,45,46,66,99,42
ama,f,CASEY,30,Adulte,60,65,56,45,89,92
amabel,f,PATTON,10,Junior,66,51,37,67,76,55
amada,f,LOGAN,10,Junior,58,94,51,54,58,46
amadeo,m,BOWERS,21,Adulte,73,42,43,94,93,47
amadeus,m,MUELLER,26,Adulte,73,57,100,68,76,52
amadi (1),f,GLOVER,28,Adulte,59,44,37,78,88,83
amadi (2),m,FLOYD,21,Adulte,44,60,57,98,67,32
amal (1),f,HARTMAN,20,Adulte,40,56,38,94,83,39
amal (2),m,BUCHANAN,20,Adulte,96,56,31,47,49,85
amala,f,COBB,19,Adulte,96,46,69,86,44,31
amália,f,FRENCH,20,Adulte,68,42,39,69,98,96
amalia,f,KRAMER,26,Adulte,77,39,40,64,62,52
amalric,m,MCCORMICK,12,Junior,67,83,43,96,60,90
amalthea,f,CLARKE,18,Adulte,45,57,72,96,32,91
amanda,f,TYLER,30,Adulte,69,33,100,61,79,61
amandine,f,GIBBS,19,Adulte,41,89,82,73,83,90
amando,m,MOODY,34,Adulte,61,63,69,30,35,92
amani,f,CONNER,10,Junior,35,53,72,35,72,85
amar,m,SPARKS,24,Adulte,84,72,96,62,42,81
amara,f,MCGUIRE,26,Adulte,78,77,60,92,73,31
amaranta,f,LEON,27,Adulte,91,63,33,52,33,96
amarante,f,BAUER,31,Adulte,75,51,95,75,44,58
amardad,m,NORTON,21,Adulte,37,82,72,60,76,52
amariah,m,POPE,15,Junior,74,92,62,63,92,77
amaryllis,f,FLYNN,15,Junior,93,43,80,99,32,87
amaterasu,f,HOGAN,12,Junior,30,49,70,54,52,58
amato,m,ROBLES,21,Adulte,90,97,50,78,67,67
amaury,m,SALINAS,35,Adulte,94,47,95,46,43,34
amaya,f,YATES,14,Junior,55,83,80,77,90,61
amber,f,LINDSEY,34,Adulte,45,34,49,81,53,58
ambra,f,LLOYD,19,Adulte,71,74,57,91,52,68
ambre,f,MARSH,10,Junior,87,99,93,41,87,55
ambrogino,m,MCBRIDE,25,Adulte,77,37,30,33,51,49
ambrogio,m,OWEN,28,Adulte,74,60,52,99,91,78
ambroise,m,SOLIS,23,Adulte,85,35,51,99,54,56
ambrose,m,PHAM,18,Adulte,63,85,81,47,82,87
ambrosia,f,LANG,19,Adulte,54,75,39,44,60,66
ambrosine,f,PRATT,33,Adulte,67,54,83,89,53,38
ambrosio,m,LARA,31,Adulte,61,62,50,64,44,100
ambrus,m,BROCK,20,Adulte,47,48,44,52,34,43
amedea,f,BALLARD,16,Junior,72,65,48,48,66,97
amédée,m,TRUJILLO,11,Junior,58,98,60,33,58,91
amedeo,m,SHAFFER,29,Adulte,88,100,90,37,47,96
amedeus,m,DRAKE,24,Adulte,87,80,47,47,67,53
amélia,f,ROMAN,12,Junior,77,32,30,42,50,87
amelia,f,AGUIRRE,14,Junior,98,96,77,99,61,49
amélie,f,MORTON,27,Adulte,98,51,30,62,95,98
amen,m,STOKES,20,Adulte,39,65,59,61,46,48
amenhotep,m,LAMB,14,Junior,95,35,97,39,61,49
america,f,PACHECO,23,Adulte,96,55,40,85,73,89
americo,m,PATRICK,12,Junior,67,85,68,69,46,75
amerigo,m,COCHRAN,32,Adulte,52,98,62,37,38,52
amethyst,f,SHEPHERD,18,Adulte,41,36,34,43,41,41
amhlaidh,m,CAIN,20,Adulte,36,71,50,61,45,35
amhlaoibh,m,BURNETT,10,Junior,88,67,58,50,48,64
ami,f,HESS,29,Adulte,37,56,100,40,84,62
amias,m,LI,12,Junior,83,60,80,92,69,60
amice,f,CERVANTES,22,Adulte,97,48,83,89,94,91
amie,f,OLSEN,15,Junior,88,100,81,30,50,88
amika,f,BRIGGS,20,Adulte,40,31,58,33,49,84
amilcar,m,OCHOA,13,Junior,56,81,90,42,43,43
amilia,f,CABRERA,26,Adulte,82,95,73,91,37,43
amin,m,VELASQUEZ,26,Adulte,46,39,55,87,91,83
amina,f,MONTOYA,16,Junior,98,73,94,85,35,71
aminda,f,ROTH,25,Adulte,39,48,42,32,75,42
aminta,f,MEYERS,23,Adulte,32,32,81,77,84,41
amir (1),m,CARDENAS,18,Adulte,35,36,32,59,74,78
amir (2),m,FUENTES,19,Adulte,50,56,39,86,37,30
amira,f,WEISS,33,Adulte,70,45,34,83,30,68
amita,f,HOOVER,27,Adulte,64,55,79,35,41,85
amittai,m,WILKINS,10,Junior,85,84,81,99,84,80
amity,f,NICHOLSON,30,Adulte,92,44,31,83,69,84
ammiel,m,UNDERWOOD,11,Junior,96,35,64,39,57,97
ammon,m,SHORT,18,Adulte,60,50,70,37,30,95
amon,m,CARSON,20,Adulte,89,49,83,49,58,30
amos,m,MORROW,25,Adulte,53,74,35,56,83,57
amparo,f,COLON,13,Junior,42,60,87,36,34,76
amrit,m,HOLLOWAY,30,Adulte,88,86,66,84,97,90
amrita,f,SUMMERS,24,Adulte,87,62,69,45,45,68
amy,f,BRYAN,32,Adulte,30,62,54,37,61,71
amyas,m,PETERSEN,23,Adulte,74,85,82,59,74,91
amynta,f,MCKENZIE,26,Adulte,48,39,57,59,70,40
an,m,SERRANO,21,Adulte,60,60,69,70,67,63
ana,f,WILCOX,12,Junior,99,91,61,71,33,77
anacleto,m,CAREY,29,Adulte,88,100,53,45,37,60
anacletus,m,CLAYTON,31,Adulte,35,40,30,52,38,68
anahid,f,POOLE,11,Junior,72,50,83,52,91,88
anahita,f,CALDERON,13,Junior,86,67,47,75,56,69
anaïs,f,GALLEGOS,30,Adulte,32,47,51,51,59,46
anaitis,f,GREER,16,Junior,57,55,95,83,65,64
anakin,m,RIVAS,12,Junior,51,45,88,30,65,67
anakoni,m,GUERRA,13,Junior,77,73,44,75,92,44
anan (1),m,DECKER,23,Adulte,92,89,43,94,63,95
anan (2),m,COLLIER,14,Junior,100,37,95,91,81,60
anand,m,WALL,24,Adulte,59,40,60,60,68,85
ananda,f,WHITAKER,18,Adulte,93,58,94,100,95,95
anani,m,BASS,25,Adulte,62,60,32,79,42,49
ananias,m,FLOWERS,29,Adulte,100,88,62,69,97,51
ananta,m,DAVENPORT,29,Adulte,71,33,73,98,49,94
ananth,m,CONLEY,12,Junior,64,43,96,40,70,67
anantha,m,HOUSTON,21,Adulte,47,50,36,40,44,95
anargyros,m,HUFF,18,Adulte,47,88,79,68,38,74
anaru,m,COPELAND,19,Adulte,77,62,41,67,63,60
anas,m,HOOD,29,Adulte,97,75,70,98,81,55
anass,m,MONROE,25,Adulte,87,87,51,52,43,49
anastacia,f,MASSEY,18,Adulte,70,74,40,68,76,47
anastas,m,ROBERSON,17,Junior,57,63,44,70,66,38
anastasia,f,COMBS,12,Junior,83,32,79,79,43,65
anastasie,f,FRANCO,14,Junior,74,66,44,64,88,75
anastasio,m,LARSEN,33,Adulte,41,47,57,90,42,72
anastasios,m,PITTMAN,26,Adulte,65,73,43,73,57,66
anastasius,m,RANDALL,34,Adulte,31,36,63,74,57,69
anasztáz,m,SKINNER,34,Adulte,86,97,41,44,49,99
anasztázia,f,WILKINSON,20,Adulte,97,47,93,74,63,60
anat,f,KIRBY,22,Adulte,47,37,81,97,95,40
anath (1),m,CAMERON,22,Adulte,91,38,91,92,83,43
anath (2),f,BRIDGES,27,Adulte,62,78,96,61,94,56
anatole,m,ANTHONY,34,Adulte,82,94,96,87,70,40
anatoli,m,RICHARD,16,Junior,68,96,60,70,49,30
anatolius,m,KIRK,34,Adulte,58,74,85,98,41,74
anatoly,m,BRUCE,28,Adulte,89,85,42,36,58,53
anatu,f,SINGLETON,18,Adulte,54,45,62,99,63,95
anaxagoras,m,MATHIS,16,Junior,86,54,84,58,73,92
anca,f,BRADFORD,35,Adulte,69,85,79,41,68,58
anchjo,m,BOONE,12,Junior,45,65,51,47,61,50
andela,f,ABBOTT,16,Junior,32,32,70,50,50,31
ander,m,CHARLES,25,Adulte,59,61,97,70,96,41
anders,m,ALLISON,13,Junior,79,64,52,72,48,60
anderson,m,SWEENEY,21,Adulte,55,74,69,49,91,56
andor,m,ATKINSON,12,Junior,88,31,94,83,64,96
andra,f,HORN,25,Adulte,88,60,57,44,72,35
andrás,m,JEFFERSON,11,Junior,40,82,30,86,39,35
andras,m,ROSALES,11,Junior,90,34,54,57,31,98
andraste,f,YORK,26,Adulte,37,69,60,81,50,62
andré,m,CHRISTIAN,17,Junior,91,40,78,70,47,83
andrea (1),m,PHELPS,28,Adulte,94,96,98,88,73,97
andrea (2),f,FARRELL,34,Adulte,83,49,38,58,61,77
andreas,m,CASTANEDA,16,Junior,50,52,63,43,90,50
andrée,f,NASH,34,Adulte,83,83,54,81,32,34
andreea,f,DICKERSON,16,Junior,80,48,45,31,72,80
andrei,m,BOND,18,Adulte,59,96,98,69,55,97
andreia,f,WYATT,32,Adulte,58,60,42,65,44,48
andrej,m,FOLEY,16,Junior,50,88,50,84,96,76
andreja,f,CHASE,17,Junior,63,66,83,77,99,62
andrés,m,GATES,29,Adulte,75,90,43,68,71,44
andreu,m,VINCENT,15,Junior,42,38,43,66,84,32
andrew,m,MATHEWS,12,Junior,50,88,35,31,74,50
andriana,f,HODGE,11,Junior,42,72,39,44,62,46
andries,m,GARRISON,14,Junior,59,52,84,73,34,75
andrija,m,TREVINO,30,Adulte,70,89,94,99,92,89
andrina,f,VILLARREAL,18,Adulte,89,47,95,86,54,94
andris,m,HEATH,28,Adulte,87,34,56,49,35,85
andriy,m,DALTON,21,Adulte,62,58,73,37,66,70
andro,m,VALENCIA,30,Adulte,67,94,94,50,88,34
androcles,m,CALLAHAN,29,Adulte,30,87,84,97,60,94
andromache,f,HENSLEY,30,Adulte,63,82,65,87,66,95
andromeda,f,ATKINS,35,Adulte,39,76,43,74,48,73
andronikos,m,HUFFMAN,19,Adulte,87,57,86,37,34,35
andrzej,m,ROY,17,Junior,71,81,41,59,45,52
andy,m,BOYER,34,Adulte,67,100,64,60,84,52
ane,f,SHIELDS,31,Adulte,39,66,48,93,97,66
aneirin,m,LIN,32,Adulte,69,33,59,98,39,53
anelie,f,HANCOCK,15,Junior,30,63,45,73,65,65
anemone,f,GRIMES,35,Adulte,45,48,96,70,55,71
aneurin,m,GLENN,14,Junior,40,38,38,49,91,60
anfisa,f,CLINE,20,Adulte,94,80,91,57,89,36
angel,m,DELACRUZ,12,Junior,90,47,53,49,45,34
ángela,f,CAMACHO,24,Adulte,91,68,51,67,49,58
angela,f,DILLON,15,Junior,82,38,78,77,100,47
angèle,f,PARRISH,16,Junior,48,59,81,88,82,87
angelia,f,ONEILL,32,Adulte,99,42,97,72,63,71
angelica,f,MELTON,31,Adulte,81,55,96,33,99,81
angelika,f,BOOTH,15,Junior,34,68,81,34,100,69
angelina,f,KANE,31,Adulte,87,64,62,35,48,61
angeline,f,BERG,25,Adulte,92,54,64,59,60,59
angelique,f,HARRELL,17,Junior,84,83,41,57,35,46
angelita,f,PITTS,24,Adulte,57,81,52,65,55,76
angelle,f,SAVAGE,25,Adulte,90,61,56,74,47,91
angelo,m,WIGGINS,14,Junior,31,80,56,77,35,95
angelos,m,BRENNAN,28,Adulte,41,39,47,30,72,46
angerona,f,SALAS,18,Adulte,51,51,36,64,32,74
angharad,f,MARKS,10,Junior,47,87,88,55,35,32
angie,f,RUSSO,27,Adulte,48,77,47,49,57,33
angus,m,SAWYER,18,Adulte,39,96,52,44,46,69
angyalka,f,BAXTER,17,Junior,40,76,89,78,57,34
ania,f,GOLDEN,18,Adulte,97,96,64,37,86,76
anibal,m,HUTCHINSON,22,Adulte,87,47,34,93,30,76
anica,f,LIU,28,Adulte,52,54,86,69,93,61
anicetus,m,WALTER,16,Junior,66,89,69,32,93,36
aniela,f,MCDOWELL,29,Adulte,57,83,80,39,87,36
anika,f,WILEY,30,Adulte,56,61,83,55,60,67
aniketos,m,RICH,32,Adulte,68,59,48,63,67,72
anikó,f,HUMPHREY,14,Junior,34,30,34,96,85,60
anima (1),f,JOHNS,24,Adulte,55,60,30,65,89,75
anima (2),f,KOCH,23,Adulte,83,52,40,63,89,46
aniruddha,m,SUAREZ,26,Adulte,87,61,39,86,61,91
anisa,f,HOBBS,16,Junior,61,95,47,99,65,36
anise,f,BEARD,34,Adulte,54,59,64,64,80,31
anisim,m,GILMORE,20,Adulte,45,56,94,31,97,65
anita,f,IBARRA,32,Adulte,57,33,36,76,99,32
anja,f,KEITH,12,Junior,55,58,70,77,37,75
anjali,f,MACIAS,25,Adulte,100,64,44,39,40,59
anjelica,f,KHAN,23,Adulte,73,84,87,64,58,65
anka,f,ANDRADE,22,Adulte,67,95,90,64,35,49
anke,f,WARE,14,Junior,58,92,36,54,34,75
ankur,m,STEPHENSON,29,Adulte,50,94,74,81,74,38
ann,f,HENSON,20,Adulte,69,82,85,100,88,87
anna,f,WILKERSON,19,Adulte,65,74,72,63,90,94
annabel,f,DYER,33,Adulte,76,91,57,97,31,72
annabella,f,MCCLURE,13,Junior,97,43,63,94,70,53
annabelle,f,BLACKWELL,33,Adulte,78,92,62,96,76,92
annalisa,f,MERCADO,31,Adulte,44,52,66,64,53,43
annas,m,TANNER,19,Adulte,69,38,68,62,84,60
anne,f,EATON,26,Adulte,95,65,50,32,99,71
anneka,f,CLAY,20,Adulte,70,40,87,41,83,93
anneke,f,BARRON,10,Junior,46,87,37,63,97,90
anneli,f,BEASLEY,29,Adulte,48,75,90,94,89,61
annelie,f,ONEAL,14,Junior,35,90,57,100,61,38
anneliese,f,PRESTON,30,Adulte,72,42,41,43,87,38
annelise,f,SMALL,34,Adulte,77,53,86,77,46,54
annemarie,f,WU,14,Junior,76,56,79,97,99,63
annetta,f,ZAMORA,18,Adulte,33,85,100,53,65,45
annette,f,MACDONALD,16,Junior,83,64,86,42,88,96
annice,f,VANCE,19,Adulte,76,56,42,69,86,63
annick,f,SNOW,33,Adulte,53,74,39,42,61,92
annie,f,MCCLAIN,27,Adulte,57,65,79,69,36,37
anniina,f,STAFFORD,32,Adulte,51,52,75,62,48,58
annika,f,OROZCO,17,Junior,57,76,70,92,72,75
annikki,f,BARRY,31,Adulte,70,40,74,76,35,61
annis,f,ENGLISH,25,Adulte,92,30,47,46,74,82
annmarie,f,SHANNON,30,Adulte,43,84,96,52,88,71
annunciata,f,KLINE,31,Adulte,81,73,96,58,76,34
annunziata,f,JACOBSON,14,Junior,73,63,67,62,33,99
annuska,f,WOODARD,13,Junior,92,44,88,85,69,97
anona,f,HUANG,30,Adulte,62,92,97,37,57,63
anouk,f,KEMP,10,Junior,70,72,89,75,82,82
anoush,f,MOSLEY,10,Junior,47,51,51,53,86,41
anouska,f,PRINCE,13,Junior,83,51,84,96,39,99
anraí,m,MERRITT,24,Adulte,69,63,93,96,80,86
ansel,m,HURST,33,Adulte,76,76,32,93,81,72
anselm,m,VILLANUEVA,22,Adulte,95,62,84,59,56,36
anselma,f,ROACH,13,Junior,40,63,54,69,84,47
anselme,m,NOLAN,11,Junior,43,37,83,31,92,56
anselmo,m,LAM,19,Adulte,96,57,35,33,59,83
ansgar,m,YODER,32,Adulte,39,36,75,50,87,73
anshel,m,MCCULLOUGH,13,Junior,79,38,92,51,81,56
anson,m,LESTER,12,Junior,58,93,87,50,70,77
antal,m,SANTANA,17,Junior,43,57,86,76,70,70
antanas,m,VALENZUELA,21,Adulte,73,36,46,73,96,56
ante,m,WINTERS,26,Adulte,37,96,55,32,77,100
antero,m,BARRERA,24,Adulte,97,56,44,31,54,94
anthea,f,LEACH,12,Junior,71,78,40,48,82,86
anthony,m,ORR,19,Adulte,86,99,57,67,85,54
antigone,f,BERGER,17,Junior,42,57,51,69,97,33
antigonus,m,MCKEE,12,Junior,99,33,58,64,83,96
antiope,f,STRONG,33,Adulte,54,94,56,99,43,57
antipater,m,CONWAY,16,Junior,51,86,89,69,55,47
antje,f,STEIN,18,Adulte,73,99,78,45,54,78
anto,m,WHITEHEAD,24,Adulte,96,41,45,98,96,91
antoine,m,BULLOCK,21,Adulte,65,95,30,96,75,62
antoinette,f,ESCOBAR,16,Junior,52,36,92,47,41,46
anton,m,KNOX,34,Adulte,59,32,66,75,43,54
antonella,f,MEADOWS,10,Junior,90,94,61,57,30,85
antonello,m,SOLOMON,29,Adulte,52,88,58,40,53,76
antonette,f,VELEZ,26,Adulte,86,58,61,92,60,61
antoni,m,ODONNELL,28,Adulte,96,34,53,100,62,67
antonia,f,KERR,19,Adulte,54,34,97,87,80,30
antonie,f,STOUT,33,Adulte,77,73,56,75,86,39
antonietta,f,BLANKENSHIP,12,Junior,31,66,41,58,80,46
antonija,f,BROWNING,17,Junior,47,99,40,65,35,85
antonina,f,KENT,15,Junior,51,45,98,77,93,67
antonino,m,LOZANO,10,Junior,40,42,83,80,99,43
antonio,m,BARTLETT,34,Adulte,83,67,32,55,64,96
antonius,m,PRUITT,24,Adulte,85,45,40,57,55,63
antono,m,BUCK,14,Junior,46,99,79,69,82,74
antony,m,BARR,12,Junior,68,49,50,66,32,33
antti,m,GAINES,34,Adulte,45,75,54,100,36,33
antun,m,DURHAM,24,Adulte,59,89,34,79,65,88
antwan,m,GENTRY,33,Adulte,72,81,62,92,63,30
anubis,m,MCINTYRE,12,Junior,36,86,55,52,87,62
anunciación,f,SLOAN,23,Adulte,51,49,43,78,88,40
anupam,m,ROCHA,14,Junior,83,72,96,62,33,42
anushka,f,MELENDEZ,26,Adulte,56,60,41,84,50,54
anwar,m,HERMAN,30,Adulte,93,53,79,61,30,72
anwen,f,SEXTON,30,Adulte,60,49,49,95,86,50
anwer,m,MOON,23,Adulte,74,63,79,44,56,64
anya,f,HENDRICKS,34,Adulte,41,62,91,38,56,47
aodh,m,RANGEL,12,Junior,100,37,50,98,30,90
aodhán,m,STARK,25,Adulte,93,40,80,82,95,66
aoibheann,f,LOWERY,22,Adulte,63,52,97,98,55,43
aoibhín,f,HARDIN,20,Adulte,56,36,89,84,92,71
aoide,f,HULL,14,Junior,60,73,81,62,35,77
aoife,f,SELLERS,14,Junior,66,81,94,39,79,88
aonghas,m,ELLISON,23,Adulte,84,36,82,53,45,62
aonghus,m,CALHOUN,12,Junior,95,71,60,32,41,71
aphra,f,GILLESPIE,21,Adulte,38,74,31,87,39,84
aphrodisia,f,MORA,25,Adulte,35,75,73,65,32,82
aphrodisios,m,KNAPP,32,Adulte,36,73,53,31,56,44
aphrodite,f,MCCALL,24,Adulte,88,73,64,74,74,57
apikalia,f,MORSE,11,Junior,100,89,59,47,88,51
apolinar,m,DORSEY,14,Junior,83,50,68,79,35,40
apollinaire,m,WEEKS,12,Junior,32,87,31,80,97,66
apollinaris,m,NIELSEN,15,Junior,59,60,51,69,72,58
apollinariya,f,LIVINGSTON,16,Junior,34,49,78,61,83,55
apolline,f,LEBLANC,29,Adulte,35,70,54,50,33,79
apollo,m,MCLEAN,24,Adulte,33,62,46,68,39,36
apollodoros,m,BRADSHAW,35,Adulte,33,95,98,30,79,31
apollonia,f,GLASS,35,Adulte,71,60,92,30,73,96
apollonios,m,MIDDLETON,10,Junior,58,53,98,84,54,70
apolonija,f,BUCKLEY,25,Adulte,93,63,44,66,57,41
apostolis,m,SCHAEFER,20,Adulte,73,40,61,96,94,79
apostolos,m,FROST,16,Junior,38,40,41,46,76,89
apphia,f,HOWE,23,Adulte,53,60,86,48,86,72
appius,m,HOUSE,31,Adulte,47,61,94,37,96,77
april,f,MCINTOSH,24,Adulte,61,99,42,54,31,84
aquila,m,HO,13,Junior,93,100,83,72,97,97
arabella,f,PENNINGTON,12,Junior,98,69,78,81,94,52
araceli,f,REILLY,14,Junior,100,36,35,94,77,70
aracelis,f,HEBERT,33,Adulte,33,59,91,88,48,54
aracely,f,MCFARLAND,34,Adulte,44,54,45,69,85,41
arachne,f,HICKMAN,22,Adulte,83,64,94,59,95,89
aragorn,m,NOBLE,14,Junior,95,42,38,73,34,44
araminta,f,SPEARS,31,Adulte,53,66,84,72,68,60
aran,f,CONRAD,29,Adulte,33,68,97,84,56,94
aranka,f,ARIAS,14,Junior,89,91,44,39,87,48
aranrhod,f,GALVAN,18,Adulte,33,42,62,35,67,82
arantxa,f,VELAZQUEZ,25,Adulte,34,42,34,46,77,62
aras,m,HUYNH,16,Junior,64,76,92,85,38,54
arata,m,FREDERICK,16,Junior,31,31,73,65,70,38
aravinda,m,RANDOLPH,33,Adulte,66,37,43,72,68,100
arcadia,f,CANTU,22,Adulte,78,67,35,91,53,67
arcangelo,m,FITZPATRICK,10,Junior,50,45,97,57,88,67
arcelia,f,MAHONEY,21,Adulte,65,71,70,52,40,43
archelaus,m,PECK,18,Adulte,44,96,93,72,89,51
archibald,m,VILLA,29,Adulte,88,36,48,39,52,55
archie,m,MICHAEL,21,Adulte,82,58,71,31,96,38
archimedes,m,DONOVAN,24,Adulte,43,38,84,39,50,46
archippos,m,MCCONNELL,18,Adulte,80,91,81,68,41,36
ardal,m,WALLS,12,Junior,43,54,36,31,62,97
ardashir,m,BOYLE,21,Adulte,92,77,37,64,77,94
arden,m,MAYER,17,Junior,78,79,88,46,99,30
ardghal,m,ZUNIGA,12,Junior,87,53,65,86,86,73
arduino,m,GILES,32,Adulte,65,39,88,78,60,48
areli,m,PINEDA,12,Junior,87,80,89,86,50,55
ares,m,PACE,19,Adulte,35,78,35,49,96,31
aretha,f,HURLEY,17,Junior,72,62,35,52,35,44
arethusa,f,MAYS,20,Adulte,49,40,43,54,72,72
arevig,f,MCMILLAN,30,Adulte,83,71,33,31,60,87
argus,m,CROSBY,23,Adulte,32,38,52,43,42,41
argyris,m,AYERS,22,Adulte,94,48,40,90,100,87
argyros,m,CASE,35,Adulte,97,55,96,80,70,93
ari (1),m,BENTLEY,30,Adulte,91,92,84,47,44,50
ari (2),m,SHEPARD,16,Junior,42,51,45,40,52,56
aria,f,EVERETT,17,Junior,47,64,90,67,68,67
ariadne,f,PUGH,20,Adulte,47,93,52,99,98,84
ariana,f,DAVID,11,Junior,43,53,69,39,91,66
ariane,f,MCMAHON,25,Adulte,39,52,95,85,54,46
arianna,f,DUNLAP,28,Adulte,35,38,84,67,98,50
arianne,f,BENDER,27,Adulte,52,75,98,40,99,59
arianrhod,f,HAHN,31,Adulte,38,80,85,49,44,68
aric,m,HARDING,21,Adulte,90,53,100,99,50,42
ariel,m,ACEVEDO,26,Adulte,76,67,56,86,61,98
ariella,f,RAYMOND,15,Junior,97,82,70,43,34,36
arielle,f,BLACKBURN,31,Adulte,30,71,84,75,78,44
arienne,f,DUFFY,17,Junior,95,67,33,93,44,57
aries,m,LANDRY,11,Junior,72,81,81,78,66,96
arik,m,DOUGHERTY,12,Junior,73,36,66,40,33,57
arina,f,BAUTISTA,18,Adulte,56,40,65,75,34,75
arisha,f,SHAH,31,Adulte,72,90,74,40,63,34
arista,f,POTTS,17,Junior,50,94,86,50,90,66
aristide,m,ARROYO,16,Junior,91,75,61,88,65,41
aristides,m,VALENTINE,35,Adulte,89,42,62,82,40,89
aristocles,m,MEZA,29,Adulte,48,85,98,36,33,91
aristodemos,m,GOULD,32,Adulte,56,92,72,55,30,33
aristomache,f,VAUGHAN,19,Adulte,89,33,44,67,36,64
ariston,m,FRY,20,Adulte,91,36,59,83,69,39
aristophanes,m,RUSH,19,Adulte,43,89,93,47,54,73
aristotle,m,AVERY,30,Adulte,68,100,58,63,35,37
arisu,f,HERRING,19,Adulte,93,46,91,49,34,58
arisztid,m,DODSON,19,Adulte,57,32,60,59,54,55
arjan,m,CLEMENTS,19,Adulte,72,62,41,57,66,54
arjun,m,SAMPSON,21,Adulte,48,64,90,68,46,83
arjuna,m,TAPIA,29,Adulte,84,72,88,74,76,81
arkadi,m,BEAN,27,Adulte,42,67,45,94,81,87
arkadios,m,LYNN,32,Adulte,82,33,48,44,79,92
arkady,m,CRANE,22,Adulte,56,62,30,91,41,99
arkell,m,FARLEY,20,Adulte,82,49,40,88,42,55
arleen,f,CISNEROS,31,Adulte,89,82,58,45,30,78
arlen,m,BENTON,14,Junior,87,66,83,32,48,98
arlene,f,ASHLEY,34,Adulte,79,36,80,30,49,89
arlette,f,MCKAY,11,Junior,94,78,71,30,67,98
arlie,f,FINLEY,26,Adulte,73,83,87,60,39,69
arline,f,BEST,32,Adulte,44,85,53,79,33,93
armand,m,BLEVINS,28,Adulte,98,42,39,62,73,38
armando,m,FRIEDMAN,35,Adulte,64,39,91,46,35,53
armel,m,MOSES,34,Adulte,68,40,94,89,95,66
armelle,f,SOSA,22,Adulte,40,57,44,50,52,81
armin,m,BLANCHARD,19,Adulte,33,77,83,86,62,51
armo,m,HUBER,16,Junior,84,41,64,87,43,63
arn,m,FRYE,24,Adulte,67,94,30,44,51,43
arnaldo,m,KRUEGER,32,Adulte,35,62,49,64,44,85
arnau,m,BERNARD,12,Junior,80,52,45,73,37,100
arnaud,m,ROSARIO,11,Junior,79,85,80,55,84,57
arnaude,f,RUBIO,15,Junior,97,90,96,58,74,38
arndt,m,MULLEN,22,Adulte,55,80,52,45,56,100
arne (1),m,BENJAMIN,30,Adulte,61,65,52,63,69,89
arne (2),m,HALEY,12,Junior,77,93,35,47,31,75
arnie,m,CHUNG,10,Junior,47,79,68,69,86,36
arnold,m,MOYER,11,Junior,54,79,39,64,42,44
aroha,f,CHOI,13,Junior,92,79,81,100,87,47
aroldo,m,HORNE,14,Junior,48,82,35,85,33,44
áron,m,YU,31,Adulte,75,75,31,53,34,33
aron,m,WOODWARD,25,Adulte,50,47,67,48,96,45
árpád,m,ALI,11,Junior,62,85,96,64,96,97
arrigo,m,NIXON,35,Adulte,39,72,48,68,66,88
arron,m,HAYDEN,23,Adulte,40,34,98,46,69,90
arsen,m,RIVERS,26,Adulte,62,91,87,53,32,39
arseni,m,ESTES,30,Adulte,89,95,99,32,73,63
arsenios,m,MCCARTY,32,Adulte,56,41,90,63,38,93
art,m,RICHMOND,18,Adulte,79,39,54,32,93,38
artair,m,STUART,26,Adulte,90,36,96,93,46,69
artemidoros,m,MAYNARD,31,Adulte,52,48,54,100,53,54
artemis,f,BRANDT,22,Adulte,41,99,30,33,91,35
artemisia,f,OCONNELL,30,Adulte,67,90,85,67,60,97
artemisios,m,HANNA,23,Adulte,38,33,71,88,30,63
arthur,m,SANFORD,14,Junior,78,55,63,83,66,63
arttu,m,SHEPPARD,20,Adulte,86,98,67,82,100,64
artturi,m,CHURCH,19,Adulte,76,53,91,34,34,33
artúr,m,BURCH,17,Junior,78,39,87,94,49,45
artur,m,LEVY,30,Adulte,71,81,88,65,41,60
arturo,m,RASMUSSEN,24,Adulte,69,50,41,88,97,31
arundhati,f,COFFEY,17,Junior,39,59,67,76,55,80
arvel,m,PONCE,35,Adulte,80,68,46,67,93,56
arvid,m,FAULKNER,11,Junior,37,36,49,78,45,83
arvo,m,DONALDSON,30,Adulte,50,73,90,99,66,100
arwen,f,SCHMITT,26,Adulte,74,81,34,60,78,43
aryana,f,NOVAK,13,Junior,66,39,89,59,74,57
arzu,f,COSTA,21,Adulte,31,81,45,77,31,77
